"V1" "V2"
"GCN4" "YFL044C"
"GCN4" "YFL042C"
"GCN4" "YFL041W"
"GCN4" "YFL040W"
"GCN4" "YFL039C"
"GCN4" "YFL038C"
"GCN4" "YFL037W"
"GCN4" "YFL036W"
"GCN4" "YFL034C-A"
"GCN4" "YFL034W"
"GCN4" "YFL033C"
"GCN4" "YFL031W"
"GCN4" "YFL030W"
"GCN4" "YFL029C"
"GCN4" "YFL028C"
"GCN4" "YFL027C"
"GCN4" "YFL026W"
"GCN4" "YFL025C"
"GCN4" "YFL024C"
"GCN4" "YFL023W"
"GCN4" "YFL022C"
"GCN4" "YFL021W"
"GCN4" "YFL020C"
"GCN4" "YFL018C"
"GCN4" "YFL017C"
"GCN4" "YFL016C"
"GCN4" "YFL014W"
"GCN4" "YFL013C"
"GCN4" "YFL012W"
"GCN4" "YFL011W"
"GCN4" "YFL010C"
"GCN4" "YFL009W"
"GCN4" "YFL008W"
"GCN4" "YFL007W"
"GCN4" "YFL005W"
"GCN4" "YFL004W"
"GCN4" "YFL003C"
"GCN4" "YFL002C"
"GCN4" "YFL001W"
"GCN4" "YFR001W"
"GCN4" "YFR002W"
"GCN4" "YFR003C"
"GCN4" "YFR004W"
"GCN4" "YFR005C"
"GCN4" "YFR006W"
"GCN4" "YFR007W"
"GCN4" "YFR008W"
"GCN4" "YFR009W"
"GCN4" "YFR010W"
"GCN4" "YFR011C"
"GCN4" "YFR012W"
"GCN4" "YFR012W-A"
"GCN4" "YFR013W"
"GCN4" "YFR014C"
"GCN4" "YFR015C"
"GCN4" "YFR016C"
"GCN4" "YFR017C"
"GCN4" "YFR018C"
"GCN4" "YFR019W"
"GCN4" "YFR021W"
"GCN4" "YFR022W"
"GCN4" "YFR023W"
"GCN4" "YFR024C-A"
"GCN4" "YFR025C"
"GCN4" "YFR026C"
"GCN4" "YFR027W"
"GCN4" "YFR028C"
"GCN4" "YFR029W"
"GCN4" "YFR030W"
"GCN4" "YFR031C"
"GCN4" "YFR032C"
"GCN4" "YFR032C-A"
"GCN4" "YFR033C"
"GCN4" "YFR034C"
"GCN4" "YFR035C"
"GCN4" "YFR036W"
"GCN4" "YFR037C"
"GCN4" "YFR038W"
"GCN4" "YFR039C"
"GCN4" "YFR040W"
"GCN4" "YFR041C"
"GCN4" "YFR042W"
"GCN4" "YFR043C"
"GCN4" "YFR044C"
"GCN4" "YFR045W"
"GCN4" "YFR046C"
"GCN4" "YFR047C"
"GCN4" "YFR048W"
"GCN4" "YFR049W"
"GCN4" "YFR050C"
"GCN4" "YFR051C"
"GCN4" "YFR052W"
"GCN4" "YFR053C"
"GCN4" "YFR055W"
"GCN4" "YFR057W"
"GCN4" "YGL263W"
"GCN4" "YGL262W"
"GCN4" "YGL259W"
"GCN4" "YGL258W-A"
"GCN4" "YGL258W"
"GCN4" "YGL257C"
"GCN4" "YGL256W"
"GCN4" "YGL255W"
"GCN4" "YGL254W"
"GCN4" "YGL253W"
"GCN4" "YGL252C"
"GCN4" "YGL251C"
"GCN4" "YGL250W"
"GCN4" "YGL249W"
"GCN4" "YGL248W"
"GCN4" "YGL247W"
"GCN4" "YGL246C"
"GCN4" "YGL244W"
"GCN4" "YGL243W"
"GCN4" "YGL242C"
"GCN4" "YGL241W"
"GCN4" "YGL240W"
"GCN4" "YGL238W"
"GCN4" "YGL237C"
"GCN4" "YGL236C"
"GCN4" "YGL235W"
"GCN4" "ADE5,7"
"GCN4" "YGL233W"
"GCN4" "YGL232W"
"GCN4" "YGL231C"
"GCN4" "YGL230C"
"GCN4" "YGL229C"
"GCN4" "YGL228W"
"GCN4" "YGL227W"
"GCN4" "YGL226W"
"GCN4" "YGL225W"
"GCN4" "YGL224C"
"GCN4" "YGL223C"
"GCN4" "YGL222C"
"GCN4" "YGL221C"
"GCN4" "YGL220W"
"GCN4" "YGL219C"
"GCN4" "YGL216W"
"GCN4" "YGL215W"
"GCN4" "YGL213C"
"GCN4" "YGL212W"
"GCN4" "YGL211W"
"GCN4" "YGL210W"
"GCN4" "YGL209W"
"GCN4" "YGL208W"
"GCN4" "YGL207W"
"GCN4" "YGL206C"
"GCN4" "YGL205W"
"GCN4" "YGL203C"
"GCN4" "YGL202W"
"GCN4" "YGL201C"
"GCN4" "YGL200C"
"GCN4" "YGL198W"
"GCN4" "YGL197W"
"GCN4" "YGL196W"
"GCN4" "YGL195W"
"GCN4" "YGL194C"
"GCN4" "YGL192W"
"GCN4" "YGL191W"
"GCN4" "YGL190C"
"GCN4" "YGL189C"
"GCN4" "YGL188C"
"GCN4" "YGL187C"
"GCN4" "YGL186C"
"GCN4" "YGL185C"
"GCN4" "YGL184C"
"GCN4" "YGL181W"
"GCN4" "YGL180W"
"GCN4" "YGL179C"
"GCN4" "YGL178W"
"GCN4" "YGL176C"
"GCN4" "YGL175C"
"GCN4" "YGL174W"
"GCN4" "YGL173C"
"GCN4" "YGL172W"
"GCN4" "YGL171W"
"GCN4" "YGL170C"
"GCN4" "YGL169W"
"GCN4" "YGL168W"
"GCN4" "YGL167C"
"GCN4" "YGL166W"
"GCN4" "YGL164C"
"GCN4" "YGL163C"
"GCN4" "YGL162W"
"GCN4" "YGL161C"
"GCN4" "YGL160W"
"GCN4" "YGL159W"
"GCN4" "YGL158W"
"GCN4" "YGL157W"
"GCN4" "YGL156W"
"GCN4" "YGL155W"
"GCN4" "YGL154C"
"GCN4" "YGL153W"
"GCN4" "YGL152C"
"GCN4" "YGL151W"
"GCN4" "YGL150C"
"GCN4" "YGL148W"
"GCN4" "YGL147C"
"GCN4" "YGL146C"
"GCN4" "YGL145W"
"GCN4" "YGL144C"
"GCN4" "YGL143C"
"GCN4" "YGL142C"
"GCN4" "YGL141W"
"GCN4" "YGL140C"
"GCN4" "YGL139W"
"GCN4" "YGL138C"
"GCN4" "YGL137W"
"GCN4" "YGL136C"
"GCN4" "YGL135W"
"GCN4" "YGL134W"
"GCN4" "YGL133W"
"GCN4" "YGL131C"
"GCN4" "YGL130W"
"GCN4" "YGL129C"
"GCN4" "YGL128C"
"GCN4" "YGL127C"
"GCN4" "YGL126W"
"GCN4" "YGL125W"
"GCN4" "YGL124C"
"GCN4" "YGL123W"
"GCN4" "YGL122C"
"GCN4" "YGL121C"
"GCN4" "YGL120C"
"GCN4" "YGL119W"
"GCN4" "YGL118C"
"GCN4" "YGL117W"
"GCN4" "YGL116W"
"GCN4" "YGL115W"
"GCN4" "YGL114W"
"GCN4" "YGL113W"
"GCN4" "YGL112C"
"GCN4" "YGL111W"
"GCN4" "YGL110C"
"GCN4" "YGL108C"
"GCN4" "YGL107C"
"GCN4" "YGL106W"
"GCN4" "YGL104C"
"GCN4" "YGL103W"
"GCN4" "YGL101W"
"GCN4" "YGL100W"
"GCN4" "YGL099W"
"GCN4" "YGL098W"
"GCN4" "YGL097W"
"GCN4" "YGL096W"
"GCN4" "YGL095C"
"GCN4" "YGL094C"
"GCN4" "YGL093W"
"GCN4" "YGL092W"
"GCN4" "YGL091C"
"GCN4" "YGL090W"
"GCN4" "YGL089C"
"GCN4" "YGL088W"
"GCN4" "YGL087C"
"GCN4" "YGL086W"
"GCN4" "YGL085W"
"GCN4" "YGL084C"
"GCN4" "YGL083W"
"GCN4" "YGL082W"
"GCN4" "YGL081W"
"GCN4" "YGL080W"
"GCN4" "YGL079W"
"GCN4" "YGL078C"
"GCN4" "YGL077C"
"GCN4" "YGL076C"
"GCN4" "YGL075C"
"GCN4" "YGL073W"
"GCN4" "YGL071W"
"GCN4" "YGL070C"
"GCN4" "YGL068W"
"GCN4" "YGL067W"
"GCN4" "YGL066W"
"GCN4" "YGL065C"
"GCN4" "YGL064C"
"GCN4" "YGL063W"
"GCN4" "YGL062W"
"GCN4" "YGL061C"
"GCN4" "YGL060W"
"GCN4" "YGL059W"
"GCN4" "YGL058W"
"GCN4" "YGL057C"
"GCN4" "YGL056C"
"GCN4" "YGL055W"
"GCN4" "YGL054C"
"GCN4" "YGL053W"
"GCN4" "YGL051W"
"GCN4" "YGL050W"
"GCN4" "YGL049C"
"GCN4" "YGL048C"
"GCN4" "YGL047W"
"GCN4" "YGL045W"
"GCN4" "YGL044C"
"GCN4" "YGL043W"
"GCN4" "YGL041C"
"GCN4" "YGL040C"
"GCN4" "YGL039W"
"GCN4" "YGL038C"
"GCN4" "YGL037C"
"GCN4" "YGL036W"
"GCN4" "YGL035C"
"GCN4" "YGL032C"
"GCN4" "YGL031C"
"GCN4" "YGL030W"
"GCN4" "YGL029W"
"GCN4" "YGL028C"
"GCN4" "YGL027C"
"GCN4" "YGL026C"
"GCN4" "YGL025C"
"GCN4" "YGL024W"
"GCN4" "YGL023C"
"GCN4" "YGL021W"
"GCN4" "YGL020C"
"GCN4" "YGL019W"
"GCN4" "YGL018C"
"GCN4" "YGL017W"
"GCN4" "YGL016W"
"GCN4" "YGL015C"
"GCN4" "YGL014W"
"GCN4" "YGL013C"
"GCN4" "YGL012W"
"GCN4" "YGL011C"
"GCN4" "YGL010W"
"GCN4" "YGL009C"
"GCN4" "YGL008C"
"GCN4" "YGL006W"
"GCN4" "YGL005C"
"GCN4" "YGL004C"
"GCN4" "YGL003C"
"GCN4" "YGL002W"
"GCN4" "YGL001C"
"GCN4" "YGR001C"
"GCN4" "YGR002C"
"GCN4" "YGR003W"
"GCN4" "YGR004W"
"GCN4" "YGR005C"
"GCN4" "YGR006W"
"GCN4" "YGR007W"
"GCN4" "YGR008C"
"GCN4" "YGR009C"
"GCN4" "YGR010W"
"GCN4" "YGR012W"
"GCN4" "YGR013W"
"GCN4" "YGR014W"
"GCN4" "YGR015C"
"GCN4" "YGR016W"
"GCN4" "YGR017W"
"GCN4" "YGR019W"
"GCN4" "YGR020C"
"GCN4" "YGR021W"
"GCN4" "YGR023W"
"GCN4" "YGR024C"
"GCN4" "YGR026W"
"GCN4" "YGR027C"
"GCN4" "YGR028W"
"GCN4" "YGR029W"
"GCN4" "YGR030C"
"GCN4" "YGR031W"
"GCN4" "YGR032W"
"GCN4" "YGR033C"
"GCN4" "YGR034W"
"GCN4" "YGR035C"
"GCN4" "YGR036C"
"GCN4" "YGR037C"
"GCN4" "YGR038W"
"GCN4" "YGR040W"
"GCN4" "YGR041W"
"GCN4" "YGR042W"
"GCN4" "YGR043C"
"GCN4" "YGR044C"
"GCN4" "YGR045C"
"GCN4" "YGR046W"
"GCN4" "YGR047C"
"GCN4" "YGR048W"
"GCN4" "YGR049W"
"GCN4" "YGR052W"
"GCN4" "YGR053C"
"GCN4" "YGR054W"
"GCN4" "YGR055W"
"GCN4" "YGR056W"
"GCN4" "YGR057C"
"GCN4" "YGR058W"
"GCN4" "YGR059W"
"GCN4" "YGR060W"
"GCN4" "YGR061C"
"GCN4" "YGR062C"
"GCN4" "YGR063C"
"GCN4" "YGR065C"
"GCN4" "YGR066C"
"GCN4" "YGR067C"
"GCN4" "YGR068C"
"GCN4" "YGR070W"
"GCN4" "YGR071C"
"GCN4" "YGR072W"
"GCN4" "YGR074W"
"GCN4" "YGR075C"
"GCN4" "YGR076C"
"GCN4" "YGR077C"
"GCN4" "YGR078C"
"GCN4" "YGR079W"
"GCN4" "YGR080W"
"GCN4" "YGR081C"
"GCN4" "YGR082W"
"GCN4" "YGR083C"
"GCN4" "YGR084C"
"GCN4" "YGR085C"
"GCN4" "YGR086C"
"GCN4" "YGR087C"
"GCN4" "YGR088W"
"GCN4" "YGR089W"
"GCN4" "YGR090W"
"GCN4" "YGR091W"
"GCN4" "YGR092W"
"GCN4" "YGR093W"
"GCN4" "YGR094W"
"GCN4" "YGR095C"
"GCN4" "YGR096W"
"GCN4" "YGR097W"
"GCN4" "YGR098C"
"GCN4" "YGR099W"
"GCN4" "YGR100W"
"GCN4" "YGR101W"
"GCN4" "YGR102C"
"GCN4" "YGR103W"
"GCN4" "YGR104C"
"GCN4" "YGR105W"
"GCN4" "YGR106C"
"GCN4" "YGR108W"
"GCN4" "YGR109C"
"GCN4" "YGR110W"
"GCN4" "YGR111W"
"GCN4" "YGR112W"
"GCN4" "YGR113W"
"GCN4" "YGR116W"
"GCN4" "YGR117C"
"GCN4" "YGR118W"
"GCN4" "YGR119C"
"GCN4" "YGR120C"
"GCN4" "YGR121C"
"GCN4" "YGR122W"
"GCN4" "YGR123C"
"GCN4" "YGR124W"
"GCN4" "YGR125W"
"GCN4" "YGR126W"
"GCN4" "YGR127W"
"GCN4" "YGR128C"
"GCN4" "YGR129W"
"GCN4" "YGR130C"
"GCN4" "YGR131W"
"GCN4" "YGR132C"
"GCN4" "YGR133W"
"GCN4" "YGR134W"
"GCN4" "YGR135W"
"GCN4" "YGR136W"
"GCN4" "YGR137W"
"GCN4" "YGR138C"
"GCN4" "YGR140W"
"GCN4" "YGR141W"
"GCN4" "YGR142W"
"GCN4" "YGR143W"
"GCN4" "YGR144W"
"GCN4" "YGR145W"
"GCN4" "YGR146C"
"GCN4" "YGR147C"
"GCN4" "YGR148C"
"GCN4" "YGR149W"
"GCN4" "YGR150C"
"GCN4" "YGR151C"
"GCN4" "YGR152C"
"GCN4" "YGR153W"
"GCN4" "YGR154C"
"GCN4" "YGR155W"
"GCN4" "YGR156W"
"GCN4" "YGR157W"
"GCN4" "YGR158C"
"GCN4" "YGR159C"
"GCN4" "YGR161C"
"GCN4" "YGR162W"
"GCN4" "YGR163W"
"GCN4" "YGR165W"
"GCN4" "YGR166W"
"GCN4" "YGR167W"
"GCN4" "YGR168C"
"GCN4" "YGR169C"
"GCN4" "YGR170W"
"GCN4" "YGR171C"
"GCN4" "YGR172C"
"GCN4" "YGR173W"
"GCN4" "YGR174C"
"GCN4" "YGR175C"
"GCN4" "YGR177C"
"GCN4" "YGR178C"
"GCN4" "YGR179C"
"GCN4" "YGR180C"
"GCN4" "YGR181W"
"GCN4" "YGR183C"
"GCN4" "YGR184C"
"GCN4" "YGR185C"
"GCN4" "YGR186W"
"GCN4" "YGR187C"
"GCN4" "YGR188C"
"GCN4" "YGR189C"
"GCN4" "YGR191W"
"GCN4" "YGR192C"
"GCN4" "YGR193C"
"GCN4" "YGR194C"
"GCN4" "YGR195W"
"GCN4" "YGR196C"
"GCN4" "YGR197C"
"GCN4" "YGR198W"
"GCN4" "YGR199W"
"GCN4" "YGR200C"
"GCN4" "YGR201C"
"GCN4" "YGR202C"
"GCN4" "YGR203W"
"GCN4" "YGR204W"
"GCN4" "YGR205W"
"GCN4" "YGR206W"
"GCN4" "YGR207C"
"GCN4" "YGR208W"
"GCN4" "YGR209C"
"GCN4" "YGR210C"
"GCN4" "YGR211W"
"GCN4" "YGR212W"
"GCN4" "YGR213C"
"GCN4" "YGR214W"
"GCN4" "YGR215W"
"GCN4" "YGR216C"
"GCN4" "YGR217W"
"GCN4" "YGR218W"
"GCN4" "YGR220C"
"GCN4" "YGR221C"
"GCN4" "YGR222W"
"GCN4" "YGR223C"
"GCN4" "YGR224W"
"GCN4" "YGR225W"
"GCN4" "YGR226C"
"GCN4" "YGR227W"
"GCN4" "YGR229C"
"GCN4" "YGR230W"
"GCN4" "YGR231C"
"GCN4" "YGR232W"
"GCN4" "YGR233C"
"GCN4" "YGR234W"
"GCN4" "YGR235C"
"GCN4" "YGR236C"
"GCN4" "YGR237C"
"GCN4" "YGR238C"
"GCN4" "YGR239C"
"GCN4" "YGR240C"
"GCN4" "YGR241C"
"GCN4" "YGR243W"
"GCN4" "YGR244C"
"GCN4" "YGR245C"
"GCN4" "YGR246C"
"GCN4" "YGR247W"
"GCN4" "YGR248W"
"GCN4" "YGR249W"
"GCN4" "YGR250C"
"GCN4" "YGR251W"
"GCN4" "YGR252W"
"GCN4" "YGR253C"
"GCN4" "YGR254W"
"GCN4" "YGR255C"
"GCN4" "YGR256W"
"GCN4" "YGR257C"
"GCN4" "YGR258C"
"GCN4" "YGR260W"
"GCN4" "YGR261C"
"GCN4" "YGR262C"
"GCN4" "YGR263C"
"GCN4" "YGR264C"
"GCN4" "YGR266W"
"GCN4" "YGR267C"
"GCN4" "YGR268C"
"GCN4" "YGR270W"
"GCN4" "YGR271W"
"GCN4" "YGR272C"
"GCN4" "YGR273C"
"GCN4" "YGR274C"
"GCN4" "YGR275W"
"GCN4" "YGR276C"
"GCN4" "YGR277C"
"GCN4" "YGR278W"
"GCN4" "YGR279C"
"GCN4" "YGR280C"
"GCN4" "YGR281W"
"GCN4" "YGR282C"
"GCN4" "YGR283C"
"GCN4" "YGR284C"
"GCN4" "YGR285C"
"GCN4" "YGR286C"
"GCN4" "YGR287C"
"GCN4" "YGR288W"
"GCN4" "YGR289C"
"GCN4" "YGR295C"
"GCN4" "YHL048W"
"GCN4" "YHL047C"
"GCN4" "YHL044W"
"GCN4" "YHL043W"
"GCN4" "YHL042W"
"GCN4" "YHL040C"
"GCN4" "YHL039W"
"GCN4" "YHL038C"
"GCN4" "YHL036W"
"GCN4" "YHL035C"
"GCN4" "YHL034C"
"GCN4" "YHL033C"
"GCN4" "YHL032C"
"GCN4" "YHL031C"
"GCN4" "YHL030W"
"GCN4" "YHL029C"
"GCN4" "YHL028W"
"GCN4" "YHL027W"
"GCN4" "YHL026C"
"GCN4" "YHL025W"
"GCN4" "YHL024W"
"GCN4" "YHL023C"
"GCN4" "YHL022C"
"GCN4" "YHL021C"
"GCN4" "YHL020C"
"GCN4" "YHL019C"
"GCN4" "YHL018W"
"GCN4" "YHL017W"
"GCN4" "YHL016C"
"GCN4" "YHL015W"
"GCN4" "YHL014C"
"GCN4" "YHL013C"
"GCN4" "YHL012W"
"GCN4" "YHL011C"
"GCN4" "YHL010C"
"GCN4" "YHL009C"
"GCN4" "YHL008C"
"GCN4" "YHL007C"
"GCN4" "YHL006C"
"GCN4" "YHL004W"
"GCN4" "YHL003C"
"GCN4" "YHL001W"
"GCN4" "YHR001W"
"GCN4" "YHR001W-A"
"GCN4" "YHR002W"
"GCN4" "YHR003C"
"GCN4" "YHR004C"
"GCN4" "YHR005C"
"GCN4" "YHR005C-A"
"GCN4" "YHR006W"
"GCN4" "YHR007C"
"GCN4" "YHR008C"
"GCN4" "YHR009C"
"GCN4" "YHR010W"
"GCN4" "YHR011W"
"GCN4" "YHR012W"
"GCN4" "YHR013C"
"GCN4" "YHR014W"
"GCN4" "YHR016C"
"GCN4" "YHR017W"
"GCN4" "YHR018C"
"GCN4" "YHR019C"
"GCN4" "YHR020W"
"GCN4" "YHR021C"
"GCN4" "YHR022C"
"GCN4" "YHR023W"
"GCN4" "YHR024C"
"GCN4" "YHR025W"
"GCN4" "YHR026W"
"GCN4" "YHR027C"
"GCN4" "YHR028C"
"GCN4" "YHR029C"
"GCN4" "YHR030C"
"GCN4" "YHR031C"
"GCN4" "YHR032W"
"GCN4" "YHR033W"
"GCN4" "YHR034C"
"GCN4" "YHR035W"
"GCN4" "YHR036W"
"GCN4" "YHR037W"
"GCN4" "YHR038W"
"GCN4" "YHR039C"
"GCN4" "YHR040W"
"GCN4" "YHR041C"
"GCN4" "YHR042W"
"GCN4" "YHR043C"
"GCN4" "YHR044C"
"GCN4" "YHR045W"
"GCN4" "YHR046C"
"GCN4" "YHR048W"
"GCN4" "YHR049W"
"GCN4" "YHR050W"
"GCN4" "YHR051W"
"GCN4" "YHR052W"
"GCN4" "YHR053C"
"GCN4" "YHR054C"
"GCN4" "YHR055C"
"GCN4" "YHR057C"
"GCN4" "YHR058C"
"GCN4" "YHR059W"
"GCN4" "YHR060W"
"GCN4" "YHR061C"
"GCN4" "YHR062C"
"GCN4" "YHR063C"
"GCN4" "YHR064C"
"GCN4" "YHR065C"
"GCN4" "YHR066W"
"GCN4" "YHR067W"
"GCN4" "YHR068W"
"GCN4" "YHR069C"
"GCN4" "YHR070W"
"GCN4" "YHR071W"
"GCN4" "YHR072W"
"GCN4" "YHR072W-A"
"GCN4" "YHR073W"
"GCN4" "YHR074W"
"GCN4" "YHR075C"
"GCN4" "YHR076W"
"GCN4" "YHR077C"
"GCN4" "YHR078W"
"GCN4" "YHR079C"
"GCN4" "YHR079C-A"
"GCN4" "YHR080C"
"GCN4" "YHR081W"
"GCN4" "YHR082C"
"GCN4" "YHR083W"
"GCN4" "YHR084W"
"GCN4" "YHR085W"
"GCN4" "YHR086W"
"GCN4" "YHR087W"
"GCN4" "YHR088W"
"GCN4" "YHR089C"
"GCN4" "YHR090C"
"GCN4" "YHR091C"
"GCN4" "YHR092C"
"GCN4" "YHR094C"
"GCN4" "YHR096C"
"GCN4" "YHR097C"
"GCN4" "YHR098C"
"GCN4" "YHR099W"
"GCN4" "YHR100C"
"GCN4" "YHR101C"
"GCN4" "YHR102W"
"GCN4" "YHR103W"
"GCN4" "YHR104W"
"GCN4" "YHR105W"
"GCN4" "YHR106W"
"GCN4" "YHR107C"
"GCN4" "YHR108W"
"GCN4" "YHR109W"
"GCN4" "YHR110W"
"GCN4" "YHR111W"
"GCN4" "YHR112C"
"GCN4" "YHR113W"
"GCN4" "YHR114W"
"GCN4" "YHR115C"
"GCN4" "YHR116W"
"GCN4" "YHR117W"
"GCN4" "YHR118C"
"GCN4" "YHR119W"
"GCN4" "YHR120W"
"GCN4" "YHR121W"
"GCN4" "YHR122W"
"GCN4" "YHR123W"
"GCN4" "YHR124W"
"GCN4" "YHR126C"
"GCN4" "YHR127W"
"GCN4" "YHR128W"
"GCN4" "YHR129C"
"GCN4" "YHR131C"
"GCN4" "YHR132C"
"GCN4" "YHR133C"
"GCN4" "YHR134W"
"GCN4" "YHR135C"
"GCN4" "YHR136C"
"GCN4" "YHR137W"
"GCN4" "YHR138C"
"GCN4" "SPS100"
"GCN4" "YHR140W"
"GCN4" "YHR141C"
"GCN4" "YHR142W"
"GCN4" "YHR143W"
"GCN4" "YHR143W-A"
"GCN4" "YHR144C"
"GCN4" "YHR146W"
"GCN4" "YHR147C"
"GCN4" "YHR148W"
"GCN4" "YHR149C"
"GCN4" "YHR150W"
"GCN4" "YHR151C"
"GCN4" "YHR152W"
"GCN4" "YHR153C"
"GCN4" "YHR154W"
"GCN4" "YHR155W"
"GCN4" "YHR156C"
"GCN4" "YHR157W"
"GCN4" "YHR158C"
"GCN4" "YHR159W"
"GCN4" "YHR160C"
"GCN4" "YHR161C"
"GCN4" "YHR162W"
"GCN4" "YHR163W"
"GCN4" "YHR164C"
"GCN4" "YHR165C"
"GCN4" "YHR166C"
"GCN4" "YHR167W"
"GCN4" "YHR168W"
"GCN4" "YHR169W"
"GCN4" "YHR170W"
"GCN4" "YHR171W"
"GCN4" "YHR172W"
"GCN4" "YHR174W"
"GCN4" "YHR175W"
"GCN4" "YHR176W"
"GCN4" "YHR177W"
"GCN4" "YHR178W"
"GCN4" "YHR179W"
"GCN4" "YHR181W"
"GCN4" "YHR182W"
"GCN4" "YHR183W"
"GCN4" "YHR184W"
"GCN4" "YHR185C"
"GCN4" "YHR186C"
"GCN4" "YHR187W"
"GCN4" "YHR188C"
"GCN4" "YHR189W"
"GCN4" "YHR190W"
"GCN4" "YHR191C"
"GCN4" "YHR192W"
"GCN4" "YHR193C"
"GCN4" "YHR194W"
"GCN4" "YHR195W"
"GCN4" "YHR196W"
"GCN4" "YHR197W"
"GCN4" "YHR198C"
"GCN4" "YHR199C"
"GCN4" "YHR200W"
"GCN4" "YHR201C"
"GCN4" "YHR202W"
"GCN4" "YHR203C"
"GCN4" "YHR204W"
"GCN4" "YHR205W"
"GCN4" "YHR206W"
"GCN4" "YHR207C"
"GCN4" "YHR208W"
"GCN4" "YHR209W"
"GCN4" "YHR210C"
"GCN4" "YHR213W"
"GCN4" "YHR215W"
"GCN4" "YHR216W"
"GCN4" "YIL176C"
"GCN4" "YIL173W"
"GCN4" "YIL172C"
"GCN4" "YIL169C"
"GCN4" "YIL166C"
"GCN4" "YIL165C"
"GCN4" "YIL164C"
"GCN4" "YIL162W"
"GCN4" "YIL161W"
"GCN4" "YIL160C"
"GCN4" "YIL159W"
"GCN4" "YIL158W"
"GCN4" "YIL157C"
"GCN4" "YIL156W"
"GCN4" "YIL155C"
"GCN4" "YIL153W"
"GCN4" "YIL152W"
"GCN4" "YIL151C"
"GCN4" "YIL150C"
"GCN4" "YIL149C"
"GCN4" "YIL148W"
"GCN4" "YIL147C"
"GCN4" "YIL146C"
"GCN4" "YIL145C"
"GCN4" "YIL144W"
"GCN4" "YIL143C"
"GCN4" "YIL142W"
"GCN4" "YIL140W"
"GCN4" "YIL139C"
"GCN4" "YIL138C"
"GCN4" "YIL137C"
"GCN4" "YIL136W"
"GCN4" "YIL135C"
"GCN4" "YIL134W"
"GCN4" "YIL132C"
"GCN4" "YIL131C"
"GCN4" "YIL130W"
"GCN4" "YIL129C"
"GCN4" "YIL128W"
"GCN4" "YIL127C"
"GCN4" "YIL126W"
"GCN4" "YIL125W"
"GCN4" "YIL124W"
"GCN4" "YIL123W"
"GCN4" "YIL122W"
"GCN4" "YIL121W"
"GCN4" "YIL120W"
"GCN4" "YIL119C"
"GCN4" "YIL118W"
"GCN4" "YIL117C"
"GCN4" "YIL116W"
"GCN4" "YIL115C"
"GCN4" "YIL114C"
"GCN4" "YIL113W"
"GCN4" "YIL112W"
"GCN4" "YIL111W"
"GCN4" "YIL110W"
"GCN4" "YIL109C"
"GCN4" "YIL108W"
"GCN4" "YIL107C"
"GCN4" "YIL106W"
"GCN4" "YIL105C"
"GCN4" "YIL104C"
"GCN4" "YIL103W"
"GCN4" "YIL101C"
"GCN4" "YIL099W"
"GCN4" "YIL098C"
"GCN4" "YIL097W"
"GCN4" "YIL096C"
"GCN4" "YIL095W"
"GCN4" "YIL094C"
"GCN4" "YIL093C"
"GCN4" "YIL092W"
"GCN4" "YIL090W"
"GCN4" "YIL089W"
"GCN4" "YIL088C"
"GCN4" "YIL087C"
"GCN4" "YIL085C"
"GCN4" "YIL084C"
"GCN4" "YIL083C"
"GCN4" "YIL079C"
"GCN4" "YIL078W"
"GCN4" "YIL077C"
"GCN4" "YIL076W"
"GCN4" "YIL075C"
"GCN4" "YIL074C"
"GCN4" "YIL073C"
"GCN4" "YIL072W"
"GCN4" "YIL071C"
"GCN4" "YIL070C"
"GCN4" "YIL069C"
"GCN4" "YIL067C"
"GCN4" "YIL066C"
"GCN4" "YIL065C"
"GCN4" "YIL064W"
"GCN4" "YIL063C"
"GCN4" "YIL062C"
"GCN4" "YIL061C"
"GCN4" "YIL060W"
"GCN4" "YIL057C"
"GCN4" "YIL056W"
"GCN4" "YIL055C"
"GCN4" "YIL053W"
"GCN4" "YIL052C"
"GCN4" "YIL051C"
"GCN4" "YIL050W"
"GCN4" "YIL049W"
"GCN4" "YIL048W"
"GCN4" "YIL047C"
"GCN4" "YIL046W"
"GCN4" "YIL045W"
"GCN4" "YIL044C"
"GCN4" "YIL043C"
"GCN4" "YIL042C"
"GCN4" "YIL041W"
"GCN4" "YIL040W"
"GCN4" "YIL039W"
"GCN4" "YIL038C"
"GCN4" "YIL037C"
"GCN4" "YIL036W"
"GCN4" "YIL035C"
"GCN4" "YIL034C"
"GCN4" "YIL033C"
"GCN4" "YIL031W"
"GCN4" "YIL030C"
"GCN4" "YIL029C"
"GCN4" "YIL027C"
"GCN4" "YIL026C"
"GCN4" "YIL024C"
"GCN4" "YIL023C"
"GCN4" "YIL022W"
"GCN4" "YIL021W"
"GCN4" "YIL020C"
"GCN4" "YIL019W"
"GCN4" "YIL018W"
"GCN4" "YIL017C"
"GCN4" "YIL015W"
"GCN4" "YIL014W"
"GCN4" "YIL013C"
"GCN4" "YIL011W"
"GCN4" "YIL010W"
"GCN4" "YIL009W"
"GCN4" "YIL008W"
"GCN4" "YIL007C"
"GCN4" "YIL006W"
"GCN4" "YIL005W"
"GCN4" "YIL004C"
"GCN4" "YIL003W"
"GCN4" "YIL002C"
"GCN4" "YIL001W"
"GCN4" "YIR001C"
"GCN4" "YIR002C"
