"V1" "V2"
"GCN4" "YCR059C"
"GCN4" "YCR060W"
"GCN4" "YCR061W"
"GCN4" "YCR063W"
"GCN4" "YCR065W"
"GCN4" "YCR066W"
"GCN4" "YCR067C"
"GCN4" "YCR068W"
"GCN4" "YCR069W"
"GCN4" "YCR071C"
"GCN4" "YCR072C"
"GCN4" "YCR073C"
"GCN4" "YCR075C"
"GCN4" "YCR076C"
"GCN4" "YCR077C"
"GCN4" "YCR079W"
"GCN4" "YCR082W"
"GCN4" "YCR083W"
"GCN4" "YCR084C"
"GCN4" "YCR086W"
"GCN4" "YCR088W"
"GCN4" "YCR089W"
"GCN4" "YCR091W"
"GCN4" "YCR092C"
"GCN4" "YCR093W"
"GCN4" "YCR094W"
"GCN4" "YCR095C"
"GCN4" "YCR096C"
"GCN4" "YCR097W"
"GCN4" "YCR097W-A"
"GCN4" "YCR098C"
"GCN4" "YCR099C"
"GCN4" "YCR100C"
"GCN4" "YCR101C"
"GCN4" "YCR102C"
"GCN4" "YCR104W"
"GCN4" "YCR105W"
"GCN4" "YCR106W"
"GCN4" "YCR107W"
"GCN4" "YDL248W"
"GCN4" "YDL247W"
"GCN4" "YDL246C"
"GCN4" "YDL245C"
"GCN4" "YDL244W"
"GCN4" "YDL243C"
"GCN4" "YDL241W"
"GCN4" "YDL240W"
"GCN4" "YDL239C"
"GCN4" "YDL238C"
"GCN4" "YDL237W"
"GCN4" "YDL236W"
"GCN4" "YDL235C"
"GCN4" "YDL234C"
"GCN4" "YDL233W"
"GCN4" "YDL232W"
"GCN4" "YDL231C"
"GCN4" "YDL230W"
"GCN4" "YDL229W"
"GCN4" "YDL227C"
"GCN4" "YDL226C"
"GCN4" "YDL225W"
"GCN4" "YDL224C"
"GCN4" "YDL223C"
"GCN4" "YDL222C"
"GCN4" "YDL220C"
"GCN4" "YDL219W"
"GCN4" "YDL218W"
"GCN4" "YDL217C"
"GCN4" "YDL216C"
"GCN4" "YDL215C"
"GCN4" "YDL214C"
"GCN4" "YDL213C"
"GCN4" "YDL212W"
"GCN4" "YDL211C"
"GCN4" "YDL210W"
"GCN4" "YDL209C"
"GCN4" "YDL208W"
"GCN4" "YDL207W"
"GCN4" "YDL206W"
"GCN4" "YDL205C"
"GCN4" "YDL204W"
"GCN4" "YDL203C"
"GCN4" "YDL202W"
"GCN4" "YDL201W"
"GCN4" "YDL200C"
"GCN4" "YDL199C"
"GCN4" "YDL198C"
"GCN4" "YDL197C"
"GCN4" "YDL196W"
"GCN4" "YDL195W"
"GCN4" "YDL194W"
"GCN4" "YDL193W"
"GCN4" "YDL192W"
"GCN4" "YDL191W"
"GCN4" "YDL190C"
"GCN4" "YDL189W"
"GCN4" "YDL188C"
"GCN4" "YDL186W"
"GCN4" "YDL185W"
"GCN4" "YDL184C"
"GCN4" "YDL183C"
"GCN4" "YDL181W"
"GCN4" "YDL180W"
"GCN4" "YDL179W"
"GCN4" "YDL178W"
"GCN4" "YDL177C"
"GCN4" "YDL176W"
"GCN4" "YDL175C"
"GCN4" "YDL174C"
"GCN4" "YDL173W"
"GCN4" "YDL171C"
"GCN4" "YDL170W"
"GCN4" "YDL169C"
"GCN4" "YDL168W"
"GCN4" "YDL167C"
"GCN4" "YDL166C"
"GCN4" "YDL165W"
"GCN4" "YDL164C"
"GCN4" "YDL161W"
"GCN4" "YDL160C"
"GCN4" "YDL159W-A"
"GCN4" "YDL159W"
"GCN4" "YDL157C"
"GCN4" "YDL156W"
"GCN4" "YDL155W"
"GCN4" "YDL154W"
"GCN4" "YDL153C"
"GCN4" "YDL150W"
"GCN4" "YDL149W"
"GCN4" "YDL148C"
"GCN4" "YDL147W"
"GCN4" "YDL146W"
"GCN4" "YDL145C"
"GCN4" "YDL144C"
"GCN4" "YDL143W"
"GCN4" "YDL142C"
"GCN4" "YDL141W"
"GCN4" "YDL140C"
"GCN4" "YDL139C"
"GCN4" "YDL138W"
"GCN4" "YDL137W"
"GCN4" "YDL135C"
"GCN4" "YDL134C"
"GCN4" "YDL133W"
"GCN4" "YDL132W"
"GCN4" "YDL130W-A"
"GCN4" "YDL130W"
"GCN4" "YDL129W"
"GCN4" "YDL128W"
"GCN4" "YDL127W"
"GCN4" "YDL126C"
"GCN4" "YDL125C"
"GCN4" "YDL124W"
"GCN4" "YDL123W"
"GCN4" "YDL121C"
"GCN4" "YDL120W"
"GCN4" "YDL119C"
"GCN4" "YDL117W"
"GCN4" "YDL116W"
"GCN4" "YDL115C"
"GCN4" "YDL114W"
"GCN4" "YDL113C"
"GCN4" "YDL112W"
"GCN4" "YDL111C"
"GCN4" "YDL110C"
"GCN4" "YDL109C"
"GCN4" "YDL108W"
"GCN4" "YDL107W"
"GCN4" "YDL106C"
"GCN4" "YDL105W"
"GCN4" "YDL104C"
"GCN4" "YDL103C"
"GCN4" "YDL102W"
"GCN4" "YDL101C"
"GCN4" "YDL100C"
"GCN4" "YDL099W"
"GCN4" "YDL098C"
"GCN4" "YDL097C"
"GCN4" "YDL095W"
"GCN4" "YDL093W"
"GCN4" "YDL092W"
"GCN4" "YDL091C"
"GCN4" "YDL090C"
"GCN4" "YDL089W"
"GCN4" "YDL088C"
"GCN4" "YDL087C"
"GCN4" "YDL086W"
"GCN4" "YDL085C-A"
"GCN4" "YDL085W"
"GCN4" "YDL084W"
"GCN4" "YDL083C"
"GCN4" "YDL082W"
"GCN4" "YDL081C"
"GCN4" "YDL080C"
"GCN4" "YDL079C"
"GCN4" "YDL078C"
"GCN4" "YDL077C"
"GCN4" "YDL076C"
"GCN4" "YDL075W"
"GCN4" "YDL074C"
"GCN4" "YDL073W"
"GCN4" "YDL070W"
"GCN4" "YDL067C"
"GCN4" "YDL066W"
"GCN4" "YDL065C"
"GCN4" "YDL064W"
"GCN4" "YDL063C"
"GCN4" "YDL061C"
"GCN4" "YDL060W"
"GCN4" "YDL059C"
"GCN4" "YDL058W"
"GCN4" "YDL057W"
"GCN4" "YDL056W"
"GCN4" "YDL055C"
"GCN4" "YDL054C"
"GCN4" "YDL053C"
"GCN4" "YDL052C"
"GCN4" "YDL049C"
"GCN4" "YDL048C"
"GCN4" "YDL047W"
"GCN4" "YDL046W"
"GCN4" "YDL045C"
"GCN4" "YDL044C"
"GCN4" "YDL043C"
"GCN4" "YDL042C"
"GCN4" "YDL040C"
"GCN4" "YDL039C"
"GCN4" "YDL038C"
"GCN4" "YDL037C"
"GCN4" "YDL036C"
"GCN4" "YDL035C"
"GCN4" "YDL033C"
"GCN4" "YDL031W"
"GCN4" "YDL030W"
"GCN4" "YDL029W"
"GCN4" "YDL028C"
"GCN4" "YDL027C"
"GCN4" "YDL025C"
"GCN4" "YDL024C"
"GCN4" "YDL022W"
"GCN4" "YDL021W"
"GCN4" "YDL020C"
"GCN4" "YDL019C"
"GCN4" "YDL018C"
"GCN4" "YDL017W"
"GCN4" "YDL015C"
"GCN4" "YDL014W"
"GCN4" "YDL013W"
"GCN4" "YDL012C"
"GCN4" "YDL010W"
"GCN4" "YDL008W"
"GCN4" "YDL007W"
"GCN4" "YDL006W"
"GCN4" "YDL005C"
"GCN4" "YDL004W"
"GCN4" "YDL003W"
"GCN4" "YDL002C"
"GCN4" "YDL001W"
"GCN4" "YDR001C"
"GCN4" "YDR002W"
"GCN4" "YDR003W"
"GCN4" "YDR004W"
"GCN4" "YDR005C"
"GCN4" "YDR006C"
"GCN4" "YDR007W"
"GCN4" "YDR009W"
"GCN4" "YDR011W"
"GCN4" "YDR012W"
"GCN4" "YDR013W"
"GCN4" "YDR014W"
"GCN4" "YDR016C"
"GCN4" "YDR017C"
"GCN4" "YDR018C"
"GCN4" "YDR019C"
"GCN4" "YDR020C"
"GCN4" "YDR021W"
"GCN4" "YDR022C"
"GCN4" "YDR023W"
"GCN4" "YDR025W"
"GCN4" "YDR026C"
"GCN4" "YDR027C"
"GCN4" "YDR028C"
"GCN4" "YDR030C"
"GCN4" "YDR032C"
"GCN4" "YDR033W"
"GCN4" "YDR034C"
"GCN4" "YDR034C-A"
"GCN4" "YDR034W-B"
"GCN4" "YDR035W"
"GCN4" "YDR036C"
"GCN4" "YDR037W"
"GCN4" "YDR038C"
"GCN4" "YDR041W"
"GCN4" "YDR042C"
"GCN4" "YDR043C"
"GCN4" "YDR044W"
"GCN4" "YDR045C"
"GCN4" "YDR046C"
"GCN4" "YDR047W"
"GCN4" "YDR049W"
"GCN4" "YDR050C"
"GCN4" "YDR051C"
"GCN4" "YDR052C"
"GCN4" "YDR054C"
"GCN4" "YDR055W"
"GCN4" "YDR056C"
"GCN4" "YDR057W"
"GCN4" "YDR058C"
"GCN4" "YDR059C"
"GCN4" "YDR060W"
"GCN4" "YDR061W"
"GCN4" "YDR062W"
"GCN4" "YDR063W"
"GCN4" "YDR064W"
"GCN4" "YDR065W"
"GCN4" "YDR066C"
"GCN4" "YDR067C"
"GCN4" "YDR068W"
"GCN4" "YDR069C"
"GCN4" "YDR070C"
"GCN4" "YDR071C"
"GCN4" "YDR072C"
"GCN4" "YDR073W"
"GCN4" "YDR074W"
"GCN4" "YDR075W"
"GCN4" "YDR076W"
"GCN4" "YDR077W"
"GCN4" "YDR078C"
"GCN4" "PET100"
"GCN4" "YDR079C-A"
"GCN4" "YDR080W"
"GCN4" "YDR081C"
"GCN4" "YDR082W"
"GCN4" "YDR083W"
"GCN4" "YDR084C"
"GCN4" "YDR085C"
"GCN4" "YDR086C"
"GCN4" "YDR087C"
"GCN4" "YDR088C"
"GCN4" "YDR089W"
"GCN4" "YDR090C"
"GCN4" "YDR091C"
"GCN4" "YDR092W"
"GCN4" "YDR093W"
"GCN4" "YDR096W"
"GCN4" "YDR097C"
"GCN4" "YDR098C"
"GCN4" "YDR099W"
"GCN4" "YDR100W"
"GCN4" "YDR101C"
"GCN4" "YDR103W"
"GCN4" "YDR104C"
"GCN4" "YDR105C"
"GCN4" "YDR106W"
"GCN4" "YDR107C"
"GCN4" "YDR108W"
"GCN4" "YDR110W"
"GCN4" "YDR111C"
"GCN4" "YDR112W"
"GCN4" "YDR113C"
"GCN4" "YDR115W"
"GCN4" "YDR116C"
"GCN4" "YDR117C"
"GCN4" "YDR118W"
"GCN4" "YDR119W"
"GCN4" "YDR120C"
"GCN4" "YDR121W"
"GCN4" "YDR122W"
"GCN4" "YDR123C"
"GCN4" "YDR124W"
"GCN4" "YDR125C"
"GCN4" "YDR126W"
"GCN4" "YDR127W"
"GCN4" "YDR128W"
"GCN4" "YDR129C"
"GCN4" "YDR130C"
"GCN4" "YDR131C"
"GCN4" "YDR132C"
"GCN4" "YDR133C"
"GCN4" "YDR135C"
"GCN4" "YDR137W"
"GCN4" "YDR138W"
"GCN4" "YDR139C"
"GCN4" "YDR140W"
"GCN4" "YDR141C"
"GCN4" "YDR142C"
"GCN4" "YDR143C"
"GCN4" "YDR144C"
"GCN4" "YDR145W"
"GCN4" "YDR146C"
"GCN4" "YDR147W"
"GCN4" "YDR148C"
"GCN4" "YDR150W"
"GCN4" "YDR151C"
"GCN4" "YDR152W"
"GCN4" "YDR153C"
"GCN4" "YDR154C"
"GCN4" "YDR156W"
"GCN4" "YDR158W"
"GCN4" "YDR159W"
"GCN4" "YDR160W"
"GCN4" "YDR161W"
"GCN4" "YDR162C"
"GCN4" "YDR163W"
"GCN4" "YDR164C"
"GCN4" "YDR165W"
"GCN4" "YDR166C"
"GCN4" "YDR167W"
"GCN4" "YDR168W"
"GCN4" "YDR169C"
"GCN4" "YDR170C"
"GCN4" "YDR171W"
"GCN4" "YDR172W"
"GCN4" "YDR173C"
"GCN4" "YDR174W"
"GCN4" "YDR175C"
"GCN4" "YDR176W"
"GCN4" "YDR177W"
"GCN4" "YDR178W"
"GCN4" "YDR179C"
"GCN4" "YDR180W"
"GCN4" "YDR181C"
"GCN4" "YDR182W"
"GCN4" "YDR183W"
"GCN4" "YDR184C"
"GCN4" "YDR185C"
"GCN4" "YDR186C"
"GCN4" "YDR188W"
"GCN4" "YDR189W"
"GCN4" "YDR190C"
"GCN4" "YDR191W"
"GCN4" "YDR192C"
"GCN4" "YDR194C"
"GCN4" "YDR196C"
"GCN4" "YDR197W"
"GCN4" "YDR198C"
"GCN4" "YDR200C"
"GCN4" "YDR201W"
"GCN4" "YDR202C"
"GCN4" "YDR204W"
"GCN4" "YDR205W"
"GCN4" "YDR206W"
"GCN4" "YDR207C"
"GCN4" "YDR208W"
"GCN4" "YDR210W"
"GCN4" "YDR211W"
"GCN4" "YDR212W"
"GCN4" "YDR213W"
"GCN4" "YDR214W"
"GCN4" "YDR216W"
"GCN4" "YDR217C"
"GCN4" "YDR218C"
"GCN4" "YDR219C"
"GCN4" "YDR221W"
"GCN4" "YDR222W"
"GCN4" "YDR223W"
"GCN4" "YDR224C"
"GCN4" "YDR225W"
"GCN4" "YDR226W"
"GCN4" "YDR227W"
"GCN4" "YDR228C"
"GCN4" "YDR229W"
"GCN4" "YDR231C"
"GCN4" "YDR232W"
"GCN4" "YDR233C"
"GCN4" "YDR234W"
"GCN4" "YDR235W"
"GCN4" "YDR236C"
"GCN4" "YDR237W"
"GCN4" "YDR238C"
"GCN4" "YDR239C"
"GCN4" "YDR240C"
"GCN4" "YDR242W"
"GCN4" "YDR243C"
"GCN4" "YDR244W"
"GCN4" "YDR245W"
"GCN4" "YDR246W"
"GCN4" "YDR247W"
"GCN4" "YDR248C"
"GCN4" "YDR249C"
"GCN4" "YDR251W"
"GCN4" "YDR252W"
"GCN4" "YDR253C"
"GCN4" "YDR254W"
"GCN4" "YDR255C"
"GCN4" "YDR256C"
"GCN4" "YDR257C"
"GCN4" "YDR258C"
"GCN4" "YDR259C"
"GCN4" "YDR260C"
"GCN4" "YDR261C"
"GCN4" "YDR262W"
"GCN4" "YDR263C"
"GCN4" "YDR264C"
"GCN4" "YDR265W"
"GCN4" "YDR266C"
"GCN4" "YDR267C"
"GCN4" "YDR268W"
"GCN4" "YDR270W"
"GCN4" "YDR272W"
"GCN4" "YDR273W"
"GCN4" "YDR274C"
"GCN4" "YDR275W"
"GCN4" "YDR276C"
"GCN4" "YDR277C"
"GCN4" "YDR279W"
"GCN4" "YDR280W"
"GCN4" "YDR281C"
"GCN4" "YDR282C"
"GCN4" "YDR283C"
"GCN4" "YDR284C"
"GCN4" "YDR285W"
"GCN4" "YDR286C"
"GCN4" "YDR288W"
"GCN4" "YDR289C"
"GCN4" "YDR291W"
"GCN4" "YDR292C"
"GCN4" "YDR293C"
"GCN4" "YDR294C"
"GCN4" "YDR295C"
"GCN4" "YDR296W"
"GCN4" "YDR297W"
"GCN4" "YDR298C"
"GCN4" "YDR299W"
"GCN4" "YDR300C"
"GCN4" "YDR301W"
"GCN4" "YDR302W"
"GCN4" "YDR303C"
"GCN4" "YDR304C"
"GCN4" "YDR305C"
"GCN4" "YDR306C"
"GCN4" "YDR307W"
"GCN4" "YDR309C"
"GCN4" "YDR310C"
"GCN4" "YDR311W"
"GCN4" "YDR312W"
"GCN4" "YDR313C"
"GCN4" "YDR314C"
"GCN4" "YDR315C"
"GCN4" "YDR316W"
"GCN4" "YDR317W"
"GCN4" "YDR318W"
"GCN4" "YDR319C"
"GCN4" "YDR320C"
"GCN4" "YDR320C-A"
"GCN4" "YDR321W"
"GCN4" "YDR322W"
"GCN4" "YDR322C-A"
"GCN4" "YDR323C"
"GCN4" "YDR324C"
"GCN4" "YDR325W"
"GCN4" "YDR326C"
"GCN4" "YDR328C"
"GCN4" "YDR329C"
"GCN4" "YDR330W"
"GCN4" "YDR331W"
"GCN4" "YDR332W"
"GCN4" "YDR333C"
"GCN4" "YDR334W"
"GCN4" "YDR335W"
"GCN4" "YDR336W"
"GCN4" "YDR337W"
"GCN4" "YDR338C"
"GCN4" "YDR339C"
"GCN4" "YDR341C"
"GCN4" "YDR342C"
"GCN4" "YDR345C"
"GCN4" "YDR346C"
"GCN4" "YDR347W"
"GCN4" "YDR348C"
"GCN4" "YDR349C"
"GCN4" "YDR350C"
"GCN4" "YDR351W"
"GCN4" "YDR352W"
"GCN4" "YDR353W"
"GCN4" "YDR354W"
"GCN4" "YDR356W"
"GCN4" "YDR357C"
"GCN4" "YDR358W"
"GCN4" "YDR359C"
"GCN4" "YDR360W"
"GCN4" "YDR361C"
"GCN4" "YDR362C"
"GCN4" "YDR363W"
"GCN4" "YDR364C"
"GCN4" "YDR365C"
"GCN4" "YDR366C"
"GCN4" "YDR367W"
"GCN4" "YDR368W"
"GCN4" "YDR369C"
"GCN4" "YDR370C"
"GCN4" "YDR371W"
"GCN4" "YDR372C"
"GCN4" "YDR373W"
"GCN4" "YDR374C"
"GCN4" "YDR375C"
"GCN4" "YDR376W"
"GCN4" "YDR377W"
"GCN4" "YDR378C"
"GCN4" "YDR379W"
"GCN4" "YDR379C-A"
"GCN4" "YDR380W"
"GCN4" "YDR381W"
"GCN4" "YDR382W"
"GCN4" "YDR383C"
"GCN4" "YDR384C"
"GCN4" "YDR385W"
"GCN4" "YDR386W"
"GCN4" "YDR387C"
"GCN4" "YDR388W"
"GCN4" "YDR389W"
"GCN4" "YDR390C"
"GCN4" "YDR391C"
"GCN4" "YDR392W"
"GCN4" "YDR393W"
"GCN4" "YDR394W"
"GCN4" "YDR395W"
"GCN4" "YDR397C"
"GCN4" "YDR398W"
"GCN4" "YDR399W"
"GCN4" "YDR400W"
"GCN4" "YDR402C"
"GCN4" "YDR403W"
"GCN4" "YDR404C"
"GCN4" "YDR405W"
"GCN4" "YDR406W"
"GCN4" "YDR407C"
"GCN4" "YDR408C"
"GCN4" "YDR409W"
"GCN4" "YDR410C"
"GCN4" "YDR411C"
"GCN4" "YDR412W"
"GCN4" "YDR414C"
"GCN4" "YDR415C"
"GCN4" "YDR416W"
"GCN4" "YDR418W"
"GCN4" "YDR419W"
"GCN4" "YDR420W"
"GCN4" "YDR421W"
"GCN4" "YDR422C"
"GCN4" "YDR423C"
"GCN4" "YDR424C"
"GCN4" "YDR425W"
"GCN4" "YDR427W"
"GCN4" "YDR428C"
"GCN4" "YDR429C"
"GCN4" "YDR430C"
"GCN4" "YDR432W"
"GCN4" "YDR434W"
"GCN4" "YDR435C"
"GCN4" "YDR436W"
"GCN4" "YDR437W"
"GCN4" "YDR438W"
"GCN4" "YDR439W"
"GCN4" "YDR440W"
"GCN4" "YDR441C"
"GCN4" "YDR443C"
"GCN4" "YDR444W"
"GCN4" "YDR446W"
"GCN4" "YDR447C"
"GCN4" "YDR448W"
"GCN4" "YDR449C"
"GCN4" "YDR450W"
"GCN4" "YDR451C"
"GCN4" "YDR452W"
"GCN4" "YDR453C"
"GCN4" "YDR454C"
"GCN4" "YDR456W"
"GCN4" "YDR457W"
"GCN4" "YDR458C"
"GCN4" "YDR459C"
"GCN4" "YDR460W"
"GCN4" "YDR461W"
"GCN4" "YDR462W"
"GCN4" "YDR463W"
"GCN4" "YDR464W"
"GCN4" "YDR465C"
"GCN4" "YDR466W"
"GCN4" "YDR468C"
"GCN4" "YDR469W"
"GCN4" "YDR470C"
"GCN4" "YDR471W"
"GCN4" "YDR472W"
"GCN4" "YDR473C"
"GCN4" "YDR475C"
"GCN4" "YDR476C"
"GCN4" "YDR477W"
"GCN4" "YDR478W"
"GCN4" "YDR479C"
"GCN4" "YDR480W"
"GCN4" "YDR481C"
"GCN4" "YDR482C"
"GCN4" "YDR483W"
"GCN4" "YDR484W"
"GCN4" "YDR485C"
"GCN4" "YDR486C"
"GCN4" "YDR487C"
"GCN4" "YDR488C"
"GCN4" "YDR489W"
"GCN4" "YDR490C"
"GCN4" "YDR492W"
"GCN4" "YDR493W"
"GCN4" "YDR494W"
"GCN4" "YDR495C"
"GCN4" "YDR496C"
"GCN4" "YDR497C"
"GCN4" "YDR498C"
"GCN4" "YDR499W"
"GCN4" "YDR500C"
"GCN4" "YDR501W"
"GCN4" "YDR502C"
"GCN4" "YDR503C"
"GCN4" "YDR504C"
"GCN4" "YDR505C"
"GCN4" "YDR506C"
"GCN4" "YDR507C"
"GCN4" "YDR508C"
"GCN4" "YDR510W"
"GCN4" "YDR511W"
"GCN4" "YDR512C"
"GCN4" "YDR513W"
"GCN4" "YDR514C"
"GCN4" "YDR515W"
"GCN4" "YDR516C"
"GCN4" "YDR517W"
"GCN4" "YDR518W"
"GCN4" "YDR519W"
"GCN4" "YDR520C"
"GCN4" "YDR522C"
"GCN4" "YDR523C"
"GCN4" "YDR524C"
"GCN4" "YDR525W"
"GCN4" "YDR527W"
"GCN4" "YDR528W"
"GCN4" "YDR529C"
"GCN4" "YDR530C"
"GCN4" "YDR531W"
"GCN4" "YDR532C"
"GCN4" "YDR533C"
"GCN4" "YDR534C"
"GCN4" "YDR536W"
"GCN4" "YDR538W"
"GCN4" "YDR539W"
"GCN4" "YDR540C"
"GCN4" "YDR541C"
"GCN4" "YEL077C"
"GCN4" "YEL075C"
"GCN4" "YEL073C"
"GCN4" "YEL072W"
"GCN4" "YEL071W"
"GCN4" "YEL070W"
"GCN4" "YEL069C"
"GCN4" "YEL066W"
"GCN4" "YEL065W"
"GCN4" "YEL064C"
"GCN4" "YEL063C"
"GCN4" "YEL062W"
"GCN4" "YEL061C"
"GCN4" "YEL060C"
"GCN4" "YEL058W"
"GCN4" "YEL057C"
"GCN4" "YEL056W"
"GCN4" "YEL055C"
"GCN4" "YEL054C"
"GCN4" "YEL053C"
"GCN4" "YEL052W"
"GCN4" "YEL051W"
"GCN4" "YEL050C"
"GCN4" "YEL049W"
"GCN4" "YEL048C"
"GCN4" "YEL047C"
"GCN4" "YEL046C"
"GCN4" "YEL044W"
"GCN4" "YEL043W"
"GCN4" "YEL042W"
"GCN4" "YEL041W"
"GCN4" "YEL040W"
"GCN4" "YEL039C"
"GCN4" "YEL038W"
"GCN4" "YEL037C"
"GCN4" "YEL036C"
"GCN4" "YEL035C"
"GCN4" "YEL034W"
"GCN4" "YEL032W"
"GCN4" "YEL031W"
"GCN4" "YEL030W"
"GCN4" "YEL029C"
"GCN4" "YEL027W"
"GCN4" "YEL026W"
"GCN4" "YEL025C"
"GCN4" "YEL024W"
"GCN4" "YEL023C"
"GCN4" "YEL022W"
"GCN4" "YEL021W"
"GCN4" "YEL020C"
"GCN4" "YEL019C"
"GCN4" "YEL018W"
"GCN4" "YEL017W"
"GCN4" "YEL016C"
"GCN4" "YEL015W"
"GCN4" "YEL013W"
"GCN4" "YEL012W"
"GCN4" "YEL011W"
"GCN4" "YEL009C"
"GCN4" "YEL007W"
"GCN4" "YEL006W"
"GCN4" "YEL005C"
"GCN4" "YEL004W"
"GCN4" "YEL003W"
"GCN4" "YEL002C"
"GCN4" "YEL001C"
"GCN4" "YER001W"
"GCN4" "YER002W"
"GCN4" "YER003C"
"GCN4" "YER004W"
"GCN4" "YER005W"
"GCN4" "YER006W"
"GCN4" "YER007W"
"GCN4" "YER008C"
"GCN4" "YER009W"
"GCN4" "YER010C"
"GCN4" "YER011W"
"GCN4" "YER012W"
"GCN4" "YER013W"
"GCN4" "YER014W"
"GCN4" "YER015W"
"GCN4" "YER016W"
"GCN4" "YER017C"
"GCN4" "YER018C"
"GCN4" "YER019W"
"GCN4" "YER019C-A"
"GCN4" "YER020W"
"GCN4" "YER021W"
"GCN4" "YER022W"
"GCN4" "YER023W"
"GCN4" "YER024W"
"GCN4" "YER025W"
"GCN4" "YER026C"
"GCN4" "YER027C"
"GCN4" "YER028C"
"GCN4" "YER029C"
"GCN4" "YER030W"
"GCN4" "YER031C"
"GCN4" "YER032W"
"GCN4" "YER033C"
"GCN4" "YER034W"
"GCN4" "YER035W"
"GCN4" "YER036C"
"GCN4" "YER037W"
"GCN4" "YER038C"
"GCN4" "YER039C"
"GCN4" "YER040W"
"GCN4" "YER041W"
"GCN4" "YER042W"
"GCN4" "YER043C"
"GCN4" "YER044C"
"GCN4" "YER044C-A"
"GCN4" "YER045C"
"GCN4" "YER046W"
"GCN4" "YER047C"
"GCN4" "YER048C"
"GCN4" "YER049W"
"GCN4" "YER050C"
"GCN4" "YER051W"
"GCN4" "YER052C"
"GCN4" "YER053C"
"GCN4" "YER055C"
"GCN4" "YER056C"
"GCN4" "YER057C"
"GCN4" "YER058W"
"GCN4" "YER059W"
"GCN4" "YER060W"
"GCN4" "YER061C"
"GCN4" "YER062C"
"GCN4" "YER063W"
"GCN4" "YER064C"
"GCN4" "YER065C"
"GCN4" "YER066W"
"GCN4" "YER067W"
"GCN4" "YER068W"
"GCN4" "ARG5,6"
"GCN4" "YER070W"
"GCN4" "YER071C"
"GCN4" "YER072W"
"GCN4" "YER073W"
"GCN4" "YER074W"
"GCN4" "YER074W-A"
"GCN4" "YER075C"
"GCN4" "YER076C"
"GCN4" "YER077C"
"GCN4" "YER078C"
"GCN4" "YER079W"
"GCN4" "YER080W"
"GCN4" "YER081W"
"GCN4" "YER082C"
"GCN4" "YER083C"
"GCN4" "YER085C"
"GCN4" "YER086W"
"GCN4" "YER087W"
"GCN4" "YER088C"
"GCN4" "YER089C"
"GCN4" "YER090W"
"GCN4" "YER091C"
"GCN4" "YER092W"
"GCN4" "YER093C"
"GCN4" "YER094C"
"GCN4" "YER095W"
"GCN4" "YER096W"
"GCN4" "YER099C"
"GCN4" "YER100W"
"GCN4" "YER101C"
"GCN4" "YER102W"
"GCN4" "YER103W"
"GCN4" "YER104W"
"GCN4" "YER105C"
"GCN4" "YER106W"
"GCN4" "YER107C"
"GCN4" "YER109C"
"GCN4" "YER110C"
"GCN4" "YER111C"
"GCN4" "YER112W"
"GCN4" "YER113C"
"GCN4" "YER114C"
"GCN4" "YER115C"
"GCN4" "YER116C"
"GCN4" "YER117W"
"GCN4" "YER118C"
"GCN4" "YER119C"
"GCN4" "YER120W"
"GCN4" "YER122C"
"GCN4" "YER123W"
"GCN4" "YER124C"
"GCN4" "YER125W"
"GCN4" "YER126C"
"GCN4" "YER127W"
"GCN4" "YER128W"
"GCN4" "YER129W"
"GCN4" "YER130C"
"GCN4" "YER131W"
"GCN4" "YER132C"
"GCN4" "YER133W"
"GCN4" "YER134C"
"GCN4" "YER136W"
"GCN4" "YER137C"
"GCN4" "YER139C"
"GCN4" "YER140W"
"GCN4" "YER141W"
"GCN4" "YER142C"
"GCN4" "YER143W"
"GCN4" "YER144C"
"GCN4" "YER145C"
"GCN4" "YER146W"
"GCN4" "YER147C"
"GCN4" "YER148W"
"GCN4" "YER149C"
"GCN4" "YER150W"
"GCN4" "YER151C"
"GCN4" "YER152C"
"GCN4" "YER153C"
"GCN4" "YER154W"
"GCN4" "YER155C"
"GCN4" "YER156C"
"GCN4" "YER157W"
"GCN4" "YER158C"
"GCN4" "YER159C"
"GCN4" "YER161C"
"GCN4" "YER162C"
"GCN4" "YER163C"
"GCN4" "YER164W"
"GCN4" "YER166W"
"GCN4" "YER167W"
"GCN4" "YER168C"
"GCN4" "YER169W"
"GCN4" "YER170W"
"GCN4" "YER171W"
"GCN4" "YER172C"
"GCN4" "YER173W"
"GCN4" "YER174C"
"GCN4" "YER175C"
"GCN4" "YER176W"
"GCN4" "YER177W"
"GCN4" "YER178W"
"GCN4" "YER179W"
"GCN4" "YER180C"
"GCN4" "YER182W"
"GCN4" "YER183C"
"GCN4" "YER184C"
"GCN4" "YER185W"
"GCN4" "YER186C"
"GCN4" "YER187W"
"GCN4" "YFL068W"
"GCN4" "YFL067W"
"GCN4" "YFL065C"
"GCN4" "YFL064C"
"GCN4" "YFL062W"
"GCN4" "YFL061W"
"GCN4" "YFL060C"
"GCN4" "YFL059W"
"GCN4" "YFL056C"
"GCN4" "YFL055W"
"GCN4" "YFL054C"
"GCN4" "YFL053W"
"GCN4" "YFL052W"
"GCN4" "YFL051C"
"GCN4" "YFL050C"
"GCN4" "YFL049W"
"GCN4" "YFL048C"
"GCN4" "YFL047W"
"GCN4" "YFL046W"
"GCN4" "YFL045C"
